src,trg
data/synth2d/train/V_square_source3_seg.png,data/synth2d/train/V_square_target3_seg.png
data/synth2d/train/V_square_source30_seg.png,data/synth2d/train/V_square_target30_seg.png
data/synth2d/train/V_square_source31_seg.png,data/synth2d/train/V_square_target31_seg.png
data/synth2d/train/V_square_source32_seg.png,data/synth2d/train/V_square_target32_seg.png
data/synth2d/train/V_square_source33_seg.png,data/synth2d/train/V_square_target33_seg.png
data/synth2d/train/V_square_source34_seg.png,data/synth2d/train/V_square_target34_seg.png
data/synth2d/train/V_square_source35_seg.png,data/synth2d/train/V_square_target35_seg.png
data/synth2d/train/V_square_source36_seg.png,data/synth2d/train/V_square_target36_seg.png
data/synth2d/train/V_square_source37_seg.png,data/synth2d/train/V_square_target37_seg.png
data/synth2d/train/V_square_source38_seg.png,data/synth2d/train/V_square_target38_seg.png
data/synth2d/train/V_square_source39_seg.png,data/synth2d/train/V_square_target39_seg.png
data/synth2d/train/V_square_source4_seg.png,data/synth2d/train/V_square_target4_seg.png
data/synth2d/train/V_square_source40_seg.png,data/synth2d/train/V_square_target40_seg.png
data/synth2d/train/V_square_source41_seg.png,data/synth2d/train/V_square_target41_seg.png
data/synth2d/train/V_square_source42_seg.png,data/synth2d/train/V_square_target42_seg.png
data/synth2d/train/V_square_source43_seg.png,data/synth2d/train/V_square_target43_seg.png
data/synth2d/train/V_square_source44_seg.png,data/synth2d/train/V_square_target44_seg.png
data/synth2d/train/V_square_source45_seg.png,data/synth2d/train/V_square_target45_seg.png
data/synth2d/train/V_square_source46_seg.png,data/synth2d/train/V_square_target46_seg.png
data/synth2d/train/V_square_source47_seg.png,data/synth2d/train/V_square_target47_seg.png
data/synth2d/train/V_square_source48_seg.png,data/synth2d/train/V_square_target48_seg.png
data/synth2d/train/V_square_source49_seg.png,data/synth2d/train/V_square_target49_seg.png
data/synth2d/train/V_square_source5_seg.png,data/synth2d/train/V_square_target5_seg.png
data/synth2d/train/V_square_source50_seg.png,data/synth2d/train/V_square_target50_seg.png
data/synth2d/train/V_square_source51_seg.png,data/synth2d/train/V_square_target51_seg.png
data/synth2d/train/V_square_source52_seg.png,data/synth2d/train/V_square_target52_seg.png
data/synth2d/train/V_square_source53_seg.png,data/synth2d/train/V_square_target53_seg.png
data/synth2d/train/V_square_source54_seg.png,data/synth2d/train/V_square_target54_seg.png
data/synth2d/train/V_square_source55_seg.png,data/synth2d/train/V_square_target55_seg.png
data/synth2d/train/V_square_source56_seg.png,data/synth2d/train/V_square_target56_seg.png
data/synth2d/train/V_square_source57_seg.png,data/synth2d/train/V_square_target57_seg.png
data/synth2d/train/V_square_source58_seg.png,data/synth2d/train/V_square_target58_seg.png
data/synth2d/train/V_square_source59_seg.png,data/synth2d/train/V_square_target59_seg.png
data/synth2d/train/V_square_source6_seg.png,data/synth2d/train/V_square_target6_seg.png
data/synth2d/train/V_square_source60_seg.png,data/synth2d/train/V_square_target60_seg.png
data/synth2d/train/V_square_source61_seg.png,data/synth2d/train/V_square_target61_seg.png
data/synth2d/train/V_square_source62_seg.png,data/synth2d/train/V_square_target62_seg.png
data/synth2d/train/V_square_source63_seg.png,data/synth2d/train/V_square_target63_seg.png
data/synth2d/train/V_square_source64_seg.png,data/synth2d/train/V_square_target64_seg.png
data/synth2d/train/V_square_source65_seg.png,data/synth2d/train/V_square_target65_seg.png
data/synth2d/train/V_square_source66_seg.png,data/synth2d/train/V_square_target66_seg.png
data/synth2d/train/V_square_source67_seg.png,data/synth2d/train/V_square_target67_seg.png
data/synth2d/train/V_square_source68_seg.png,data/synth2d/train/V_square_target68_seg.png
data/synth2d/train/V_square_source69_seg.png,data/synth2d/train/V_square_target69_seg.png
data/synth2d/train/V_square_source7_seg.png,data/synth2d/train/V_square_target7_seg.png
data/synth2d/train/V_square_source70_seg.png,data/synth2d/train/V_square_target70_seg.png
data/synth2d/train/V_square_source71_seg.png,data/synth2d/train/V_square_target71_seg.png
data/synth2d/train/V_square_source72_seg.png,data/synth2d/train/V_square_target72_seg.png
data/synth2d/train/V_square_source73_seg.png,data/synth2d/train/V_square_target73_seg.png
data/synth2d/train/V_square_source74_seg.png,data/synth2d/train/V_square_target74_seg.png
data/synth2d/train/V_square_source75_seg.png,data/synth2d/train/V_square_target75_seg.png
data/synth2d/train/V_square_source76_seg.png,data/synth2d/train/V_square_target76_seg.png
data/synth2d/train/V_square_source77_seg.png,data/synth2d/train/V_square_target77_seg.png
data/synth2d/train/V_square_source78_seg.png,data/synth2d/train/V_square_target78_seg.png
data/synth2d/train/V_square_source79_seg.png,data/synth2d/train/V_square_target79_seg.png
data/synth2d/train/V_square_source8_seg.png,data/synth2d/train/V_square_target8_seg.png
data/synth2d/train/V_square_source80_seg.png,data/synth2d/train/V_square_target80_seg.png
data/synth2d/train/V_square_source81_seg.png,data/synth2d/train/V_square_target81_seg.png
data/synth2d/train/V_square_source82_seg.png,data/synth2d/train/V_square_target82_seg.png
data/synth2d/train/V_square_source83_seg.png,data/synth2d/train/V_square_target83_seg.png
data/synth2d/train/V_square_source84_seg.png,data/synth2d/train/V_square_target84_seg.png
data/synth2d/train/V_square_source85_seg.png,data/synth2d/train/V_square_target85_seg.png
data/synth2d/train/V_square_source86_seg.png,data/synth2d/train/V_square_target86_seg.png
data/synth2d/train/V_square_source87_seg.png,data/synth2d/train/V_square_target87_seg.png
data/synth2d/train/V_square_source88_seg.png,data/synth2d/train/V_square_target88_seg.png
data/synth2d/train/V_square_source89_seg.png,data/synth2d/train/V_square_target89_seg.png
data/synth2d/train/V_square_source9_seg.png,data/synth2d/train/V_square_target9_seg.png
data/synth2d/train/V_square_source90_seg.png,data/synth2d/train/V_square_target90_seg.png
data/synth2d/train/V_square_source91_seg.png,data/synth2d/train/V_square_target91_seg.png
data/synth2d/train/V_square_source92_seg.png,data/synth2d/train/V_square_target92_seg.png
data/synth2d/train/V_square_source93_seg.png,data/synth2d/train/V_square_target93_seg.png
data/synth2d/train/V_square_source94_seg.png,data/synth2d/train/V_square_target94_seg.png
data/synth2d/train/V_square_source95_seg.png,data/synth2d/train/V_square_target95_seg.png
data/synth2d/train/V_square_source96_seg.png,data/synth2d/train/V_square_target96_seg.png
data/synth2d/train/V_square_source97_seg.png,data/synth2d/train/V_square_target97_seg.png
data/synth2d/train/V_square_source98_seg.png,data/synth2d/train/V_square_target98_seg.png
data/synth2d/train/V_square_source99_seg.png,data/synth2d/train/V_square_target99_seg.png
