src,trg
data/synth2d/train/V_square_source8_points.png,data/synth2d/train/V_square_target8_points.png
data/synth2d/train/V_square_source80_points.png,data/synth2d/train/V_square_target80_points.png
data/synth2d/train/V_square_source81_points.png,data/synth2d/train/V_square_target81_points.png
data/synth2d/train/V_square_source82_points.png,data/synth2d/train/V_square_target82_points.png
data/synth2d/train/V_square_source83_points.png,data/synth2d/train/V_square_target83_points.png
data/synth2d/train/V_square_source84_points.png,data/synth2d/train/V_square_target84_points.png
data/synth2d/train/V_square_source85_points.png,data/synth2d/train/V_square_target85_points.png
data/synth2d/train/V_square_source86_points.png,data/synth2d/train/V_square_target86_points.png
data/synth2d/train/V_square_source87_points.png,data/synth2d/train/V_square_target87_points.png
data/synth2d/train/V_square_source88_points.png,data/synth2d/train/V_square_target88_points.png
data/synth2d/train/V_square_source89_points.png,data/synth2d/train/V_square_target89_points.png
data/synth2d/train/V_square_source9_points.png,data/synth2d/train/V_square_target9_points.png
data/synth2d/train/V_square_source90_points.png,data/synth2d/train/V_square_target90_points.png
data/synth2d/train/V_square_source91_points.png,data/synth2d/train/V_square_target91_points.png
data/synth2d/train/V_square_source92_points.png,data/synth2d/train/V_square_target92_points.png
data/synth2d/train/V_square_source93_points.png,data/synth2d/train/V_square_target93_points.png
data/synth2d/train/V_square_source94_points.png,data/synth2d/train/V_square_target94_points.png
data/synth2d/train/V_square_source95_points.png,data/synth2d/train/V_square_target95_points.png
data/synth2d/train/V_square_source96_points.png,data/synth2d/train/V_square_target96_points.png
data/synth2d/train/V_square_source97_points.png,data/synth2d/train/V_square_target97_points.png
data/synth2d/train/V_square_source98_points.png,data/synth2d/train/V_square_target98_points.png
data/synth2d/train/V_square_source99_points.png,data/synth2d/train/V_square_target99_points.png
