src,trg
data/synth3d/train/cube-source29_seg.nii.gz,data/synth3d/train/cube-target29_seg.nii.gz
data/synth3d/train/cube-source3_seg.nii.gz,data/synth3d/train/cube-target3_seg.nii.gz
data/synth3d/train/cube-source30_seg.nii.gz,data/synth3d/train/cube-target30_seg.nii.gz
data/synth3d/train/cube-source31_seg.nii.gz,data/synth3d/train/cube-target31_seg.nii.gz
data/synth3d/train/cube-source32_seg.nii.gz,data/synth3d/train/cube-target32_seg.nii.gz
data/synth3d/train/cube-source33_seg.nii.gz,data/synth3d/train/cube-target33_seg.nii.gz
data/synth3d/train/cube-source34_seg.nii.gz,data/synth3d/train/cube-target34_seg.nii.gz
data/synth3d/train/cube-source35_seg.nii.gz,data/synth3d/train/cube-target35_seg.nii.gz
data/synth3d/train/cube-source36_seg.nii.gz,data/synth3d/train/cube-target36_seg.nii.gz
data/synth3d/train/cube-source37_seg.nii.gz,data/synth3d/train/cube-target37_seg.nii.gz
data/synth3d/train/cube-source38_seg.nii.gz,data/synth3d/train/cube-target38_seg.nii.gz
data/synth3d/train/cube-source39_seg.nii.gz,data/synth3d/train/cube-target39_seg.nii.gz
data/synth3d/train/cube-source4_seg.nii.gz,data/synth3d/train/cube-target4_seg.nii.gz
data/synth3d/train/cube-source40_seg.nii.gz,data/synth3d/train/cube-target40_seg.nii.gz
data/synth3d/train/cube-source41_seg.nii.gz,data/synth3d/train/cube-target41_seg.nii.gz
data/synth3d/train/cube-source42_seg.nii.gz,data/synth3d/train/cube-target42_seg.nii.gz
data/synth3d/train/cube-source43_seg.nii.gz,data/synth3d/train/cube-target43_seg.nii.gz
data/synth3d/train/cube-source44_seg.nii.gz,data/synth3d/train/cube-target44_seg.nii.gz
data/synth3d/train/cube-source45_seg.nii.gz,data/synth3d/train/cube-target45_seg.nii.gz
data/synth3d/train/cube-source46_seg.nii.gz,data/synth3d/train/cube-target46_seg.nii.gz
data/synth3d/train/cube-source47_seg.nii.gz,data/synth3d/train/cube-target47_seg.nii.gz
data/synth3d/train/cube-source48_seg.nii.gz,data/synth3d/train/cube-target48_seg.nii.gz
data/synth3d/train/cube-source49_seg.nii.gz,data/synth3d/train/cube-target49_seg.nii.gz
data/synth3d/train/cube-source5_seg.nii.gz,data/synth3d/train/cube-target5_seg.nii.gz
data/synth3d/train/cube-source50_seg.nii.gz,data/synth3d/train/cube-target50_seg.nii.gz
data/synth3d/train/cube-source51_seg.nii.gz,data/synth3d/train/cube-target51_seg.nii.gz
data/synth3d/train/cube-source52_seg.nii.gz,data/synth3d/train/cube-target52_seg.nii.gz
data/synth3d/train/cube-source53_seg.nii.gz,data/synth3d/train/cube-target53_seg.nii.gz
data/synth3d/train/cube-source54_seg.nii.gz,data/synth3d/train/cube-target54_seg.nii.gz
data/synth3d/train/cube-source55_seg.nii.gz,data/synth3d/train/cube-target55_seg.nii.gz
data/synth3d/train/cube-source56_seg.nii.gz,data/synth3d/train/cube-target56_seg.nii.gz
data/synth3d/train/cube-source57_seg.nii.gz,data/synth3d/train/cube-target57_seg.nii.gz
data/synth3d/train/cube-source58_seg.nii.gz,data/synth3d/train/cube-target58_seg.nii.gz
data/synth3d/train/cube-source59_seg.nii.gz,data/synth3d/train/cube-target59_seg.nii.gz
data/synth3d/train/cube-source6_seg.nii.gz,data/synth3d/train/cube-target6_seg.nii.gz
data/synth3d/train/cube-source60_seg.nii.gz,data/synth3d/train/cube-target60_seg.nii.gz
data/synth3d/train/cube-source61_seg.nii.gz,data/synth3d/train/cube-target61_seg.nii.gz
data/synth3d/train/cube-source62_seg.nii.gz,data/synth3d/train/cube-target62_seg.nii.gz
data/synth3d/train/cube-source63_seg.nii.gz,data/synth3d/train/cube-target63_seg.nii.gz
data/synth3d/train/cube-source64_seg.nii.gz,data/synth3d/train/cube-target64_seg.nii.gz
data/synth3d/train/cube-source65_seg.nii.gz,data/synth3d/train/cube-target65_seg.nii.gz
data/synth3d/train/cube-source66_seg.nii.gz,data/synth3d/train/cube-target66_seg.nii.gz
data/synth3d/train/cube-source67_seg.nii.gz,data/synth3d/train/cube-target67_seg.nii.gz
data/synth3d/train/cube-source68_seg.nii.gz,data/synth3d/train/cube-target68_seg.nii.gz
data/synth3d/train/cube-source69_seg.nii.gz,data/synth3d/train/cube-target69_seg.nii.gz
data/synth3d/train/cube-source7_seg.nii.gz,data/synth3d/train/cube-target7_seg.nii.gz
data/synth3d/train/cube-source70_seg.nii.gz,data/synth3d/train/cube-target70_seg.nii.gz
data/synth3d/train/cube-source71_seg.nii.gz,data/synth3d/train/cube-target71_seg.nii.gz
data/synth3d/train/cube-source72_seg.nii.gz,data/synth3d/train/cube-target72_seg.nii.gz
data/synth3d/train/cube-source73_seg.nii.gz,data/synth3d/train/cube-target73_seg.nii.gz
data/synth3d/train/cube-source74_seg.nii.gz,data/synth3d/train/cube-target74_seg.nii.gz
data/synth3d/train/cube-source75_seg.nii.gz,data/synth3d/train/cube-target75_seg.nii.gz
data/synth3d/train/cube-source76_seg.nii.gz,data/synth3d/train/cube-target76_seg.nii.gz
data/synth3d/train/cube-source77_seg.nii.gz,data/synth3d/train/cube-target77_seg.nii.gz
data/synth3d/train/cube-source78_seg.nii.gz,data/synth3d/train/cube-target78_seg.nii.gz
data/synth3d/train/cube-source79_seg.nii.gz,data/synth3d/train/cube-target79_seg.nii.gz
data/synth3d/train/cube-source8_seg.nii.gz,data/synth3d/train/cube-target8_seg.nii.gz
data/synth3d/train/cube-source80_seg.nii.gz,data/synth3d/train/cube-target80_seg.nii.gz
data/synth3d/train/cube-source81_seg.nii.gz,data/synth3d/train/cube-target81_seg.nii.gz
data/synth3d/train/cube-source82_seg.nii.gz,data/synth3d/train/cube-target82_seg.nii.gz
data/synth3d/train/cube-source83_seg.nii.gz,data/synth3d/train/cube-target83_seg.nii.gz
data/synth3d/train/cube-source84_seg.nii.gz,data/synth3d/train/cube-target84_seg.nii.gz
data/synth3d/train/cube-source85_seg.nii.gz,data/synth3d/train/cube-target85_seg.nii.gz
data/synth3d/train/cube-source86_seg.nii.gz,data/synth3d/train/cube-target86_seg.nii.gz
data/synth3d/train/cube-source87_seg.nii.gz,data/synth3d/train/cube-target87_seg.nii.gz
data/synth3d/train/cube-source88_seg.nii.gz,data/synth3d/train/cube-target88_seg.nii.gz
data/synth3d/train/cube-source89_seg.nii.gz,data/synth3d/train/cube-target89_seg.nii.gz
data/synth3d/train/cube-source9_seg.nii.gz,data/synth3d/train/cube-target9_seg.nii.gz
data/synth3d/train/cube-source90_seg.nii.gz,data/synth3d/train/cube-target90_seg.nii.gz
data/synth3d/train/cube-source91_seg.nii.gz,data/synth3d/train/cube-target91_seg.nii.gz
data/synth3d/train/cube-source92_seg.nii.gz,data/synth3d/train/cube-target92_seg.nii.gz
data/synth3d/train/cube-source93_seg.nii.gz,data/synth3d/train/cube-target93_seg.nii.gz
data/synth3d/train/cube-source94_seg.nii.gz,data/synth3d/train/cube-target94_seg.nii.gz
data/synth3d/train/cube-source95_seg.nii.gz,data/synth3d/train/cube-target95_seg.nii.gz
data/synth3d/train/cube-source96_seg.nii.gz,data/synth3d/train/cube-target96_seg.nii.gz
data/synth3d/train/cube-source97_seg.nii.gz,data/synth3d/train/cube-target97_seg.nii.gz
data/synth3d/train/cube-source98_seg.nii.gz,data/synth3d/train/cube-target98_seg.nii.gz
data/synth3d/train/cube-source99_seg.nii.gz,data/synth3d/train/cube-target99_seg.nii.gz
